159	NONRIGID	2	34	6.917e+17	[14/15, 1/6, 121/3, 63/2, 5/7, 3/11]	L:irr v2:const0 v3:irr v5:const0 v7:irr v11:irr
160	NONRIGID	3	36	1.132e+19	[14/15, 1/6, 63/2, 121/3, 5/7, 2/11]	L:irr v2:const0 v3:irr v5:const0 v7:irr v11:irr
161	NONRIGID	3	34	6.917e+17	[14/15, 1/6, 63/2, 121/3, 5/7, 3/11]	L:irr v2:const0 v3:irr v5:const0 v7:irr v11:irr
162	NONRIGID	3	47	1.542e+19	[14/15, 1/66, 63/2, 11/3, 5/7, 3/11]	L:irr v2:const0 v3:irr v5:const0 v7:irr v11:irr
163	NONRIGID	3	52	1.417e+22	[14/15, 117/22, 1625/2, 11/7, 3/13]	L:georec(2, 2) v2:const0 v3:const0 v5:irr v7:georec(2, 1) v11:const0 v13:irr
164	NONRIGID	3	54	2.365e+35	[14/15, 27/22, 125/2, 11/7, 14/5]	L:georec(3, 3) v2:const0 v3:const0 v5:irr v7:georec(3, 1) v11:const0
165	NONRIGID	3	54	3.041e+35	[14/15, 27/22, 125/2, 11/7, 22/5]	L:georec(3, 5) v2:const0 v3:const0 v5:irr v7:georec(3, 3) v11:const0
166	NONRIGID	3	51	2.920e+33	[14/15, 27/22, 125/2, 11/7, 6/5]	L:georec(3, -1) v2:const0 v3:const0 v5:irr v7:georec(3, 1) v11:const0
167	NONRIGID	3	51	2.920e+33	[14/15, 27/22, 1625/2, 11/7, 3/13]	L:georec(3, 1) v2:const0 v3:const0 v5:irr v7:georec(3, 1) v11:const0 v13:irr
168	NONRIGID	3	51	1.877e+33	[14/15, 27/22, 625/2, 11/7, 3/5]	L:georec(3, 1) v2:const0 v3:const0 v5:irr v7:georec(3, 1) v11:const0
169	NONRIGID	3	52	4.162e+13	[14/15, 3/1078, 25/2, 11/5, 18/11]	L:irr v2:const0 v3:const0 v5:irr v7:irr v11:const0
170	NONRIGID	3	56	6.159e+36	[14/15, 63/22, 625/2, 11/7, 3/5]	L:georec(3, -1) v2:const0 v3:const0 v5:irr v7:georec(3, 1) v11:const0
